X,Y,FID,PERMITID,TYPE,DECISION,LIQUOR_TYP,ISSUEDATE,EXPIRE_YEA,EXPIRE_DAT,ESTABLISHM,ESTABLIS_1,ESTABLIS_2,ESTABLIS_3,ESTABLIS_4,TYPE_DESCR,LastUpdate,WGS_X,WGS_Y,APN
-93.26435517,45.00059506,404,1366236,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,165030,THE ANCHOR FISH & CHIPS,302 13th Ave NE,NULL,NE,WINE E W/STRONG BEER,57:05.8,-10382140.53,5621615.167,1.40E+12
-93.28888028,44.9733473,405,1650419,L193,APPROVED,ON Sale,6/27/2014,2015,4/1/2015,173845,SISYPHUS BREWING,712 Ontario Ave,#100,NULL,LIQ ON-SALE D SERIES 2000,56:54.2,-10384870.65,5617326.54,2.80E+12
-93.26642307,45.00063542,406,1479107,L194,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,160535,CHOWGIRLS,1222 2nd St NE,NULL,NE,LIQ ON-SALE D W/SS SERIES 2000,57:05.8,-10382370.72,5621621.521,1.40E+12
-93.26642307,45.00063542,407,1685104,L194,NEW,ON Sale,11/19/2014,2015,4/1/2015,160535,CHOWGIRLS,1222 2nd St NE,NULL,NE,LIQ ON-SALE D W/SS SERIES 2000,57:31.0,-10382370.72,5621621.521,1.40E+12
-93.30680723,44.97484347,408,1530398,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,170556,SPARKS,230 Cedar Lake Rd S,NULL,S,WINE E W/STRONG BEER,57:05.8,-10386866.27,5617561.975,2.80E+12
-93.26225368,45.00122722,409,1217623,L242,DELINQUENT,ON Sale,5/10/2013,2014,4/1/2014,147742,RITZ THEATER PRESENTS,343 13th Ave NE,NULL,NE,WINE A W/STRONG BEER,57:12.2,-10381906.59,5621714.689,1.40E+12
-93.26180715,45.00122756,410,1351081,L245,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,164850,NORTH EAST SOCIAL CLUB,359 13th Ave NE,NULL,NE,WINE C-2 W/STRONG BEER,57:05.8,-10381856.88,5621714.743,1.40E+12
-93.2891954,44.96844991,411,1645116,L190,APPROVED,ON Sale,5/9/2014,2015,4/1/2015,169311,DAMICO CATERING AT THE WALKER,1750 Hennepin Ave,NULL,NULL,LIQ ON-SALE B W/SS SERIES 2000,56:17.7,-10384905.73,5616555.937,2.80E+12
-93.26632722,44.99548748,412,564053,L206,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,130609,NORTHEAST YACHT CLUB,801 Marshall St NE,NULL,NE,LIQ ON-SALE E W/SS SERIES 3000,56:57.6,-10382360.05,5620811.111,1.40E+12
-93.2891954,44.96844991,413,1475553,L190,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,169311,DAMICO CATERING AT THE WALKER,1750 Hennepin Ave,NULL,NULL,LIQ ON-SALE B W/SS SERIES 2000,57:05.8,-10384905.73,5616555.937,2.80E+12
-93.26599865,44.99499521,414,564025,L206,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,130582,ELSIES,729 Marshall St NE,NULL,NE,LIQ ON-SALE E W/SS SERIES 3000,56:57.6,-10382323.48,5620733.619,1.40E+12
-93.24762736,44.99545786,415,1339771,L180,APPROVED,ON Sale,1/23/2014,2015,1/1/2015,163660,LUSH,990 Central Ave NE,NULL,NE,LIQ ON-SALE B W/SS SERIES 1000,57:19.9,-10380278.4,5620806.448,1.40E+12
-93.29140444,44.96327891,416,1685606,L186,NEW,ON Sale,11/21/2014,2016,1/1/2016,174651,BRADSTREET CRAFTHOUSE,1930 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,57:09.9,-10385151.64,5615742.353,2.80E+12
-93.2527939,44.99463968,417,911917,L190,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,121444,MOOSE ON MONROE,356 Monroe St NE,NULL,NE,LIQ ON-SALE B W/SS SERIES 2000,57:05.8,-10380853.53,5620677.652,1.40E+12
-93.25205912,44.99490592,418,1172451,L180,PENDING,ON Sale,1/23/2014,2016,1/1/2016,130132,SPRING STREET TAVERN AND CLUB UNDERGROUN,355 Monroe St NE,NULL,NE,LIQ ON-SALE B W/SS SERIES 1000,03:03.0,-10380771.74,5620719.564,1.40E+12
-93.29152222,44.96301354,419,1577485,L186,PENDING,ON Sale,1/23/2014,2016,1/1/2016,171484,BURCH STEAK & PIZZA BAR,1934 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,02:50.6,-10385164.75,5615700.604,2.80E+12
-93.24891086,44.99487151,420,1171331,L212,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,131223,VEGAS LOUNGE,965 Central Ave NE 1ST FLOOR,1ST FLOOR,NE,LIQ ON-SALE C-2 W/SS SERIES 4000,57:40.9,-10380421.27,5620714.146,1.40E+12
-93.30864145,44.97329903,421,1159251,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,129270,CUPPA JAVA,400 Penn Ave S,NULL,S,WINE E W/STRONG BEER,57:05.8,-10387070.45,5617318.944,2.90E+12
-93.27834237,44.91944874,422,1469171,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,168480,SUN STREET BREADS,4600 Nicollet Ave,NULL,NULL,WINE E W/STRONG BEER,57:05.8,-10383697.57,5608849.24,1.50E+12
-93.28406891,44.91931399,423,1541245,L246,APPROVED,ON Sale,10/3/2014,2015,4/1/2015,152587,CAFE ENA,4601 Grand Ave S,NULL,S,WINE D W/STRONG BEER,57:40.9,-10384335.05,5608828.056,1.50E+12
-93.21699244,44.9723732,424,1448354,L190,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,78547,U GARDEN RESTAURANT,2725 University Ave SE,NULL,SE,LIQ ON-SALE B W/SS SERIES 2000,57:05.8,-10376868.13,5617173.26,3.00E+12
-93.28478697,44.91617736,425,1618663,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,172902,LA FRESCA,4750 Grand Ave S,NULL,S,WINE E W/STRONG BEER,57:05.8,-10384414.98,5608334.966,1.50E+12
-93.2876116,44.90615056,426,1443124,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,129839,PRIMA PASTA SALADS PANINI,5325 Lyndale Ave S,NULL,S,WINE E W/STRONG BEER,57:05.8,-10384729.42,5606758.894,1.50E+12
-93.20940833,44.97286474,427,1675936,L208,APPROVED,ON Sale,11/14/2014,2015,10/1/2015,174903,SURLY BREWING COMPANY,520 Malcolm Ave SE,NULL,SE,LIQ ON-SALE A W/SS SERIES 4000,57:22.4,-10376023.87,5617250.606,3.00E+12
-93.2876116,44.90615056,428,1659924,L246,APPROVED,ON Sale,8/15/2014,2015,4/1/2015,173839,SAGUARO,5309 Lyndale Ave S,NULL,S,WINE D W/STRONG BEER,56:15.9,-10384729.42,5606758.894,1.50E+12
-93.22150448,44.97396421,429,1407297,L186,APPROVED,ON Sale,1/23/2014,2015,1/1/2015,167072,TEA HOUSE CHINESE RESTAURANT,2425 University Ave SE,NULL,SE,LIQ ON-SALE E W/SS SERIES 1000,56:35.8,-10377370.41,5617423.614,3.00E+12
-93.28737572,44.90524056,430,1618765,L247,APPROVED,ON Sale,8/1/2014,2015,4/1/2015,172648,MACS FISH CHIPS STRIPS,612 54th St W,NULL,W,WINE E W/STRONG BEER,56:57.6,-10384703.16,5606615.867,1.50E+12
-93.27003897,45.00078826,431,1580544,L210,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,131249,DUSTYS BAR,1319 Marshall St NE,NULL,NE,LIQ ON-SALE B W/SS SERIES 4000,57:40.9,-10382773.24,5621645.583,1.50E+12
-93.22665187,44.97412491,432,1604630,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,171539,MY BURGER,213 Oak St SE,NULL,SE,WINE E W/STRONG BEER,57:05.8,-10377943.41,5617448.902,3.00E+12
-93.28474827,44.99940429,433,563748,L190,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,135233,FOURTH STREET SALOON,328 West Broadway,NULL,NULL,LIQ ON-SALE B W/SS SERIES 2000,57:40.9,-10384410.68,5621427.704,1.50E+12
-93.28474827,44.99940429,434,1673710,L190,APPROVED,ON Sale,10/17/2014,2014,9/27/2014,135233,FOURTH STREET SALOON,328 West Broadway,NULL,NULL,LIQ ON-SALE B W/SS SERIES 2000,57:32.9,-10384410.68,5621427.704,1.50E+12
-93.22665187,44.97412491,435,1675517,L247,APPROVED,ON Sale,10/17/2014,2014,10/12/2014,171539,MY BURGER,213 Oak St SE,NULL,SE,WINE E W/STRONG BEER,57:32.9,-10377943.41,5617448.902,3.00E+12
-93.28474827,44.99940429,436,1658155,L190,APPROVED,ON Sale,8/1/2014,2014,8/30/2014,135233,FOURTH STREET SALOON,328 West Broadway,NULL,NULL,LIQ ON-SALE B W/SS SERIES 2000,57:40.9,-10384410.68,5621427.704,1.50E+12
-93.22624302,44.97379908,437,1123879,L226,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,140816,BONA RESTAURANT,815 Washington Ave SE,NULL,SE,BEER CL E ON SALE,57:05.8,-10377897.9,5617397.63,3.00E+12
-93.28066578,45.00008356,438,1361448,L202,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,1156,DONNY DIRKS,2027 2nd St N,NULL,N,LIQ ON-SALE C-2 W/SS SERIES 3000,56:57.6,-10383956.22,5621534.641,1.50E+12
-93.28133453,45.00008282,439,1592716,L196,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,172616,CLIFF N NORMS BAR,2024 Washington Ave N,NULL,N,LIQ ON-SALE E W/SS SERIES 2000,57:05.8,-10384030.66,5621534.525,1.50E+12
-93.22682007,44.97377769,440,1677478,L237,APPROVED,ON Sale,10/31/2014,2014,11/23/2014,164998,STUB & HERBS,227 Oak St SE,NULL,SE,LIQ ON-SALE C-1 W/SS SERIES 3000,57:19.9,-10377962.14,5617394.264,3.00E+12
-93.2778577,44.99980355,441,564708,L216,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,131255,BROADWAY STATION,2025 River Rd W,NULL,W,LIQ ON-SALE E W/SS SERIES 4000,57:40.9,-10383643.62,5621490.559,1.50E+12
-93.22682007,44.97377769,442,1677503,L237,APPROVED,ON Sale,10/31/2014,2014,11/30/2014,164998,STUB & HERBS,227 Oak St SE,NULL,SE,LIQ ON-SALE C-1 W/SS SERIES 3000,57:19.9,-10377962.14,5617394.264,3.00E+12
-93.28057472,44.99939829,443,1670094,L216,APPROVED,ON Sale,10/17/2014,2015,10/1/2015,165264,BROADWAY PUB & GRILLE,200 West Broadway,NULL,NULL,LIQ ON-SALE E W/SS SERIES 4000,57:32.9,-10383946.08,5621426.76,1.50E+12
-93.28133402,44.99987253,444,1655634,L216,PENDING,ON Sale,6/27/2014,2015,10/1/2015,173415,BOOM ISLAND BREWING COMPANY,2014 Washington Ave N,300,N,LIQ ON-SALE E W/SS SERIES 4000,57:31.4,-10384030.6,5621501.418,1.50E+12
-93.22682007,44.97377769,445,1274601,L237,PENDING,ON Sale,6/28/2013,2015,7/1/2015,164998,STUB & HERBS,227 Oak St SE,NULL,SE,LIQ ON-SALE C-1 W/SS SERIES 3000,57:06.7,-10377962.14,5617394.264,3.00E+12
-93.28142687,44.99883552,446,563430,L178,PENDING,ON Sale,8/28/2009,2016,1/1/2016,129996,B JS LOUNGE,229 West Broadway,NULL,NULL,LIQ ON-SALE A W/SS SERIES 1000,56:49.0,-10384040.94,5621338.165,1.50E+12
-93.22682007,44.97377769,447,1664393,L237,INACTIVE,ON Sale,8/15/2014,2014,8/28/2014,164998,STUB & HERBS,227 Oak St SE,NULL,SE,LIQ ON-SALE C-1 W/SS SERIES 3000,57:32.9,-10377962.14,5617394.264,3.00E+12
-93.26813789,44.99808769,448,961921,L186,PENDING,ON Sale,1/23/2014,2016,1/1/2016,131224,1029 BAR,1029 Marshall St NE,NULL,NE,LIQ ON-SALE E W/SS SERIES 1000,03:31.9,-10382561.62,5621220.437,1.50E+12
-93.22602266,44.97399696,449,1673317,L196,APPROVED,ON Sale,10/3/2014,2014,10/12/2014,144028,CAMPUS PIZZA,825 Washington Ave SE,NULL,SE,LIQ ON-SALE E W/SS SERIES 2000,57:40.9,-10377873.37,5617428.768,3.00E+12
-93.26792162,44.99856059,450,1455195,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,168254,ELEMENT PIZZA,96 Broadway St NE,NULL,NE,WINE E W/STRONG BEER,57:05.8,-10382537.54,5621294.884,1.50E+12
-93.30843534,44.91215959,451,1585290,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,171804,BRODERS TERZO,2221 50th St W,NULL,W,WINE E W/STRONG BEER,57:05.8,-10387047.51,5607703.396,1.60E+12
-93.22602266,44.97399696,452,1673321,L196,APPROVED,ON Sale,10/3/2014,2014,10/18/2014,144028,CAMPUS PIZZA,825 Washington Ave SE,NULL,SE,LIQ ON-SALE E W/SS SERIES 2000,57:40.9,-10377873.37,5617428.768,3.00E+12
-93.29043876,44.91214987,453,1532302,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,168115,GEORGE AND THE DRAGON,813 50th St W,NULL,W,WINE E W/STRONG BEER,57:05.8,-10385044.14,5607701.867,1.60E+12
-93.29005087,44.91214683,454,1483809,L246,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,128413,MALT SHOP,809 50th St W,NULL,W,WINE D W/STRONG BEER,57:05.8,-10385000.96,5607701.389,1.60E+12
-93.22602266,44.97399696,455,1335503,L196,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,163579,CAMPUS PIZZA,825 Washington Ave SE,NULL,SE,LIQ ON-SALE E W/SS SERIES 2000,57:05.8,-10377873.37,5617428.768,3.00E+12
-93.30906018,44.91261194,456,565386,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,131915,BRODERS CUCINA ITALIANA,2308 50th St W,NULL,W,WINE E W/STRONG BEER,57:05.8,-10387117.07,5607774.5,1.70E+12
-93.32613223,44.91272139,457,1570437,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,171621,RED COW,3624 50th St W,NULL,W,WINE E W/STRONG BEER,57:05.8,-10389017.52,5607791.704,1.70E+12
-93.22602266,44.97399696,458,1684000,L196,APPROVED,ON Sale,12/5/2014,2014,12/7/2014,144028,CAMPUS PIZZA,825 Washington Ave SE,NULL,SE,LIQ ON-SALE E W/SS SERIES 2000,57:31.0,-10377873.37,5617428.768,3.00E+12
-93.32811608,44.91284822,459,1552844,L204,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,169547,PIG & FIDDLE,3812 50th St W,NULL,W,LIQ ON-SALE D W/SS SERIES 3000,56:57.6,-10389238.36,5607811.641,1.70E+12
-93.32740183,44.91217858,460,1644694,L247,APPROVED,ON Sale,5/9/2014,2015,4/1/2015,173589,AGRA CULTURE,3717 50th St W,NULL,W,WINE E W/STRONG BEER,56:17.7,-10389158.85,5607706.38,1.70E+12
-93.22602266,44.97399696,461,1684003,L196,APPROVED,ON Sale,12/5/2014,2014,12/28/2014,144028,CAMPUS PIZZA,825 Washington Ave SE,NULL,SE,LIQ ON-SALE E W/SS SERIES 2000,57:31.0,-10377873.37,5617428.768,3.00E+12
-93.32865321,44.91096558,462,1579265,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,47323,AREZZO RISTORANTE,5057 France Ave S,NULL,S,WINE E W/STRONG BEER,57:05.8,-10389298.15,5607515.712,1.70E+12
-93.22602266,44.97399696,463,1677272,L196,APPROVED,ON Sale,10/31/2014,2014,11/30/2014,144028,CAMPUS PIZZA,825 Washington Ave SE,NULL,SE,LIQ ON-SALE E W/SS SERIES 2000,57:19.9,-10377873.37,5617428.768,3.00E+12
-93.30902991,44.91208857,464,565368,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,131897,BRODERS PASTA BAR,5000 Penn Ave S,NULL,S,WINE E W/STRONG BEER,57:05.8,-10387113.7,5607692.232,1.70E+12
-93.20950535,44.91549666,465,1214350,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,147215,SEA SALT EATERY,4801 Minnehaha Ave,NULL,NULL,WINE E W/STRONG BEER,57:05.8,-10376034.67,5608227.96,1.80E+12
-93.22676665,44.97618193,466,1680365,L206,APPROVED,ON Sale,11/14/2014,2014,11/23/2014,167938,BUFFALO WILD WINGS GRILL & BAR #292,2001 University Ave SE 100,100,SE,LIQ ON-SALE E W/SS SERIES 3000,57:22.4,-10377956.19,5617772.597,3.00E+12
-93.20950535,44.91549666,467,1214350,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,148896,SEA SALT EATERY,4801 Minnehaha Ave,NULL,NULL,WINE E W/STRONG BEER,57:05.8,-10376034.67,5608227.96,1.80E+12
-93.22676665,44.97618193,468,1680371,L206,APPROVED,ON Sale,11/14/2014,2014,11/30/2014,167938,BUFFALO WILD WINGS GRILL & BAR #292,2001 University Ave SE 100,100,SE,LIQ ON-SALE E W/SS SERIES 3000,57:22.4,-10377956.19,5617772.597,3.00E+12
-93.2224088,44.91226718,469,1683247,L247,NEW,ON Sale,11/7/2014,2015,4/1/2015,175008,SASSY SPOON,5001 34th Ave S,NULL,S,WINE E W/STRONG BEER,57:26.5,-10377471.08,5607720.308,1.80E+12
-93.2224088,44.91226718,470,1277922,L206,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,106766,AL VENTO,5001 34th Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 3000,56:57.6,-10377471.08,5607720.308,1.80E+12
-93.22676665,44.97618193,471,1673560,L206,APPROVED,ON Sale,10/3/2014,2014,10/12/2014,167938,BUFFALO WILD WINGS GRILL & BAR #292,2001 University Ave SE 100,100,SE,LIQ ON-SALE E W/SS SERIES 3000,57:22.4,-10377956.19,5617772.597,3.00E+12
-93.2224088,44.91226718,472,1277922,L206,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,165780,AL VENTO,5001 34th Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 3000,56:57.6,-10377471.08,5607720.308,1.80E+12
-93.22245834,44.91189286,473,1596044,L202,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,172108,TOWN HALL LANES,5019 34th Ave S,NULL,S,LIQ ON-SALE C-2 W/SS SERIES 3000,56:57.6,-10377476.59,5607661.469,1.80E+12
-93.22245834,44.91189286,474,1674623,L202,APPROVED,ON Sale,10/17/2014,2014,10/18/2014,172108,TOWN HALL LANES,5019 34th Ave S,NULL,S,LIQ ON-SALE C-2 W/SS SERIES 3000,57:32.9,-10377476.59,5607661.469,1.80E+12
-93.22359721,44.91231056,475,1207811,L247,APPROVED,ON Sale,8/1/2014,2015,4/1/2015,145199,DOMINGUEZ FAMILY RESTAURANT,3313 50th St E,NULL,E,WINE E W/STRONG BEER,57:16.8,-10377603.37,5607727.127,1.80E+12
-93.21300025,45.00240655,476,1362601,L188,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,54888,RAMADA PLAZA MINNEAPOLIS,1330 Industrial Blvd,NULL,NULL,LIQ ON-SALE A W/SS SERIES 2000,57:05.8,-10376423.72,5621900.356,1.80E+12
-93.22108965,44.99819937,477,1671622,L216,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,174867,NORTHGATE BREWING,783 Harding St NE,#100,NE,LIQ ON-SALE E W/SS SERIES 4000,57:40.9,-10377324.23,5621238.019,1.80E+12
-93.21828787,44.99268171,478,1163618,L206,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,143140,JOSEPH CATERING,336 Hoover St NE,NULL,NE,LIQ ON-SALE E W/SS SERIES 3000,57:16.8,-10377012.34,5620369.445,1.80E+12
-93.21295046,44.99193296,479,1671552,L239,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,174115,INSIGHT BREWING COMPANY,2821 Hennepin Ave E,NULL,E,LIQ ON-SALE C-1 W/SS SERIES 4000,57:40.9,-10376418.18,5620251.586,1.80E+12
-93.22334697,44.90155658,480,565086,L231,APPROVED,ON Sale,5/9/2014,2015,4/1/2015,131623,AMERICAN LEGION POST #99,5600 34th Ave S,NULL,S,BEER BOTTLE CLUB ON SALE,56:17.7,-10377575.52,5606036.875,1.90E+12
-93.22182113,44.98768246,481,1545819,L204,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,121672,SPORTYS PUB & GRILL,2124 Como Ave SE,NULL,SE,LIQ ON-SALE D W/SS SERIES 3000,56:57.6,-10377405.66,5619582.55,1.90E+12
-93.30904717,44.90458217,482,1670575,L247,APPROVED,ON Sale,10/17/2014,2015,4/1/2015,173975,RED WAGON PIZZA,5416 Penn Ave S,NULL,S,WINE E W/STRONG BEER,57:32.9,-10387115.62,5606512.388,2.00E+12
-93.31845735,44.90186046,483,988994,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,135204,CAVE VIN,5555 Xerxes Ave S,NULL,S,WINE E W/STRONG BEER,57:05.8,-10388163.15,5606084.633,2.00E+12
-93.31845735,44.90186046,484,1438415,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,167907,PIZZERIA LOLA,5557 Xerxes Ave S,NULL,S,WINE E W/STRONG BEER,57:05.8,-10388163.15,5606084.633,2.00E+12
-93.22676665,44.97618193,485,1441074,L206,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,167938,BUFFALO WILD WINGS GRILL & BAR #292,2001 University Ave SE 100,100,SE,LIQ ON-SALE E W/SS SERIES 3000,57:22.4,-10377956.19,5617772.597,3.00E+12
-93.29140754,44.96211737,486,564682,L216,APPROVED,ON Sale,10/17/2014,2015,10/1/2015,131229,LYLES BAR & RESTAURANT,2021 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 4000,57:32.9,-10385151.98,5615559.611,3.30E+12
-93.30825777,44.90470269,487,1455365,L192,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,164978,CAFE MAUDE,5411 Penn Ave S,NULL,S,LIQ ON-SALE C-2 W/SS SERIES 2000,57:05.8,-10387027.74,5606531.331,2.10E+12
-93.28844115,44.95926476,488,1077567,L235,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,121476,LEANING TOWER OF PIZZA,2324 Lyndale Ave S,NULL,S,LIQ ON-SALE C-1 W/SS SERIES 2000,57:05.8,-10384821.77,5615110.835,3.30E+12
-93.29017792,44.89408128,489,1103272,L221,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,60310,PATRICKS BAKERY & CAFE,6010 Lyndale Ave S,NULL,S,WINE ON SALE CLASS E,57:05.8,-10385015.1,5604862.136,2.10E+12
-93.22676665,44.97618193,490,1673766,L206,APPROVED,ON Sale,10/3/2014,2014,10/18/2014,167938,BUFFALO WILD WINGS GRILL & BAR #292,2001 University Ave SE 100,100,SE,LIQ ON-SALE E W/SS SERIES 3000,57:22.4,-10377956.19,5617772.597,3.00E+12
-93.293406,44.95949995,491,1411576,L245,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,165269,SAVOY UPTOWN,2329 Hennepin Ave,NULL,NULL,WINE C-2 W/STRONG BEER,57:05.8,-10385374.45,5615147.834,3.30E+12
-93.29017792,44.89408128,492,1103272,L221,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,168629,PATRICKS BAKERY & CAFE,6010 Lyndale Ave S,NULL,S,WINE ON SALE CLASS E,57:05.8,-10385015.1,5604862.136,2.10E+12
-93.22599809,44.97326336,493,1611280,L247,APPROVED,ON Sale,5/23/2014,2015,4/1/2015,171669,DINOS FRESH MED GRILL,856 Washington Ave SE,NULL,SE,WINE E W/STRONG BEER,56:21.5,-10377870.64,5617313.331,3.00E+12
-93.29351586,44.9607433,494,1523530,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,146618,TAO NATURAL FOODS,2200 Dupont Ave S,NULL,S,WINE E W/STRONG BEER,57:05.8,-10385386.68,5615343.438,3.30E+12
-93.28884689,44.98096735,495,1375750,L190,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,136119,DAMICO CATERING,275 Market St STE C25,STE C25,NULL,LIQ ON-SALE B W/SS SERIES 2000,56:17.7,-10384866.93,5618525.682,2.10E+12
-93.22679968,44.97334337,496,1398720,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,166526,PUNCH NEAPOLITAN PIZZA,802 Washington Ave SE,NULL,SE,WINE E W/STRONG BEER,57:05.8,-10377959.87,5617325.921,3.00E+12
-93.29352664,44.96054213,497,1047751,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,131837,DAMICO & SONS,2210 Hennepin Ave,NULL,NULL,WINE E W/STRONG BEER,57:05.8,-10385387.88,5615311.789,3.30E+12
-93.27776752,44.90494818,498,1479429,L246,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,170419,TANGLETOWNS WISE ACRE EATERY,5401 Nicollet Ave,NULL,NULL,WINE D W/STRONG BEER,57:05.8,-10383633.58,5606569.914,2.20E+12
-93.2264636,44.97325299,499,1560652,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,171298,NOODLES & COMPANY,820 Washington Ave SE,NULL,SE,WINE E W/STRONG BEER,57:05.8,-10377922.46,5617311.7,3.00E+12
-93.29479905,44.957588,500,1325767,L206,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,162557,RINATA,2451 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 3000,56:57.6,-10385529.52,5614847.054,3.30E+12
-93.2785038,44.89264552,501,563621,L186,PENDING,ON Sale,1/23/2014,2016,1/1/2016,130186,CINTIAS,6042 Nicollet Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,02:53.4,-10383715.55,5604636.524,2.20E+12
-93.21948896,44.97198742,502,1526104,L180,PENDING,ON Sale,1/23/2014,2016,1/1/2016,170690,PROFILE EVENT CENTER,2630 University Ave SE,NULL,SE,LIQ ON-SALE B W/SS SERIES 1000,56:49.0,-10377146.04,5617112.556,3.00E+12
-93.29624019,44.95690197,503,1534526,L196,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,145171,NAMASTE CAFE,2512 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 2000,57:05.8,-10385689.95,5614739.133,3.30E+12
-93.27433288,44.98958532,504,1489059,L242,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,170040,LAB THEATER,700 1st St N,NULL,N,WINE A W/STRONG BEER,57:05.8,-10383251.24,5619882.056,2.20E+12
-93.21982983,44.97348319,505,1678323,L192,APPROVED,ON Sale,10/31/2014,2014,12/28/2014,170633,THE HOLE SPORTS LOUNGE,2501 University Ave SE,NULL,SE,LIQ ON-SALE C-2 W/SS SERIES 2000,57:19.9,-10377183.99,5617347.923,3.00E+12
-93.21982983,44.97348319,506,1543534,L192,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,170633,THE HOLE SPORTS LOUNGE,2501 University Ave SE,NULL,SE,LIQ ON-SALE C-2 W/SS SERIES 2000,57:05.8,-10377183.99,5617347.923,3.00E+12
-93.27771721,44.98872449,507,1579965,L214,APPROVED,ON Sale,10/31/2014,2015,10/1/2015,171691,BOROUGH,730 Washington Ave N 114/B02,114/B02,N,LIQ ON-SALE D W/SS SERIES 4000,57:19.9,-10383627.98,5619746.563,2.20E+12
-93.29627509,44.95675698,508,1609584,L206,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,172969,NICOS TACOS,2516 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 3000,56:57.6,-10385693.84,5614716.324,3.30E+12
-93.21982983,44.97348319,509,1685838,L192,NEW PROP,ON Sale,11/24/2014,2015,4/1/2015,170633,THE HOLE SPORTS LOUNGE,2501 University Ave SE,NULL,SE,LIQ ON-SALE C-2 W/SS SERIES 2000,02:25.9,-10377183.99,5617347.923,3.00E+12
