X,Y,FID,PERMITID,TYPE,DECISION,LIQUOR_TYP,ISSUEDATE,EXPIRE_YEA,EXPIRE_DAT,ESTABLISHM,ESTABLIS_1,ESTABLIS_2,ESTABLIS_3,ESTABLIS_4,TYPE_DESCR,LastUpdate,WGS_X,WGS_Y,APN
-93.27771721,44.98872449,510,1684006,L180,NEW,ON Sale,11/12/2014,2016,1/1/2016,174569,SHAG SUSHI,730 Washington Ave N,NULL,N,LIQ ON-SALE B W/SS SERIES 1000,57:11.7,-10383627.98,5619746.563,2.20E+12
-93.29677067,44.95630157,511,1646085,L247,APPROVED,ON Sale,5/9/2014,2015,4/1/2015,173707,DUNN BROS COFFEE,2548 Hennepin Ave,NULL,NULL,WINE E W/STRONG BEER,57:29.7,-10385749,5614644.684,3.30E+12
-93.21982983,44.97348319,512,1641658,L192,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,170633,THE HOLE SPORTS LOUNGE,2501 University Ave SE,NULL,SE,LIQ ON-SALE C-2 W/SS SERIES 2000,57:05.8,-10377183.99,5617347.923,3.00E+12
-93.27466573,44.98976092,513,564158,L208,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,130713,STICKS,708 1st St N,NULL,N,LIQ ON-SALE A W/SS SERIES 4000,57:40.9,-10383288.29,5619909.696,2.20E+12
-93.28846423,44.95569908,514,1465302,L186,PENDING,ON Sale,1/23/2014,2016,1/1/2016,156159,COMMON ROOTS CAFE,2558 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 1000,02:50.6,-10384824.33,5614549.907,3.30E+12
-93.27588479,44.98474381,515,1559769,L202,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,171474,DARBYS PUB & GRILL,401 3rd St N,NULL,N,LIQ ON-SALE C-2 W/SS SERIES 3000,57:16.8,-10383424,5619120.031,2.20E+12
-93.220045,44.97220976,516,1470520,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,168026,GREEN SPOON,2600 University Ave SE A,A,SE,WINE E W/STRONG BEER,57:05.8,-10377207.94,5617147.542,3.00E+12
-93.30801021,44.96160407,517,1547249,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,171232,THE KENWOOD,2115 21st St W,NULL,W,WINE E W/STRONG BEER,57:40.9,-10387000.18,5615478.856,3.30E+12
-93.27538736,44.98606803,518,564078,L206,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,130634,CUZZYS GRILL & BAR,507 Washington Ave N,NULL,N,LIQ ON-SALE E W/SS SERIES 3000,56:57.6,-10383368.62,5619328.449,2.20E+12
-93.21004286,44.9683293,519,1486143,L246,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,78572,CUPCAKE,3338 University Ave SE,NULL,SE,WINE D W/STRONG BEER,57:05.8,-10376094.51,5616536.96,3.00E+12
-93.30462291,44.94858871,520,1539949,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,170930,JJS COFFEE & WINE BISTRO,1806 Lake St W,NULL,W,WINE E W/STRONG BEER,57:05.8,-10386623.11,5613431.459,3.30E+12
-93.27660888,44.98694345,521,1639216,L180,PENDING,ON Sale,3/28/2014,2016,1/1/2016,171263,SMACK SHACK,603 Washington Ave N,NULL,N,LIQ ON-SALE B W/SS SERIES 1000,57:19.1,-10383504.6,5619466.233,2.20E+12
-93.21185868,44.96343124,522,1535979,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,135459,SIGNATURE CAFE,130 Warwick St SE,NULL,SE,WINE E W/STRONG BEER,57:05.8,-10376296.64,5615766.319,3.00E+12
-93.30240029,44.94865249,523,1410531,L192,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,146899,BARBETTE,1600 Lake St W,NULL,W,LIQ ON-SALE C-2 W/SS SERIES 2000,57:05.8,-10386375.69,5613441.49,3.30E+12
-93.27745522,44.98754192,524,1609599,L216,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,172901,LOOSE WILES FREEHOUSE,701 Washington Ave N,NULL,N,LIQ ON-SALE E W/SS SERIES 4000,57:40.9,-10383598.82,5619560.429,2.20E+12
-93.29867396,44.94859365,525,1060128,L233,PENDING,ON Sale,2/7/2014,2016,1/1/2016,130222,CHINO LATINO,2916 Hennepin Ave,NULL,NULL,LIQ ON-SALE C-1 W/SS SERIES 1000,03:05.5,-10385960.88,5613432.235,3.30E+12
-93.22393094,44.94868887,526,1621060,L214,APPROVED,ON Sale,10/17/2014,2015,10/1/2015,173082,SONORA GRILL LONGFELLOW,3300 Lake St E,NULL,E,LIQ ON-SALE D W/SS SERIES 4000,57:32.9,-10377640.52,5613447.212,3.10E+12
-93.27588497,44.98743998,527,1235266,L210,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,149188,THE LOOP,606 Washington Ave N,NULL,N,LIQ ON-SALE B W/SS SERIES 4000,57:40.9,-10383424.02,5619544.385,2.20E+12
-93.29925179,44.94883074,528,564930,L226,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,131469,DAVANNIS PIZZA & HOT HOAGIES,1414 Lake St W,NULL,W,BEER CL E ON SALE,57:05.8,-10386025.2,5613469.527,3.30E+12
-93.22111068,44.94865816,529,1650399,L235,APPROVED,ON Sale,6/27/2014,2015,4/1/2015,171993,ZEKES UNCHAINED ANIMAL,3508 Lake St E,NULL,E,LIQ ON-SALE C-1 W/SS SERIES 2000,57:13.0,-10377326.57,5613442.382,3.10E+12
-93.27571435,44.98730511,530,1330155,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,163356,BLACK SHEEP COAL FIRED PIZZA,600 Washington Ave N,NULL,N,WINE E W/STRONG BEER,57:05.8,-10383405.02,5619523.158,2.20E+12
-93.29866958,44.94906537,531,1544225,L198,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,124390,UPTOWN THEATRE,2906 Hennepin Ave,NULL,NULL,LIQ ON-SALE A W/SS SERIES 3000,56:57.6,-10385960.39,5613506.433,3.30E+12
-93.21503388,44.94858305,532,565216,L246,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,131753,EL NORTENO MARKET & DELI,4000 Lake St E,NULL,E,WINE D W/STRONG BEER,57:05.8,-10376650.11,5613430.568,3.10E+12
-93.27412324,44.98618052,533,1209998,L195,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,132784,SAPOR,428 Washington Ave N,NULL,N,LIQ ON-SALE E SERIES 2000,57:05.8,-10383227.9,5619346.155,2.20E+12
-93.28847914,44.95355116,534,1625325,L186,PENDING,ON Sale,1/23/2014,2016,1/1/2016,173047,HEYDAY,2700 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 1000,03:03.0,-10384825.99,5614212.029,3.30E+12
-93.21618486,44.94863784,535,1673055,L216,APPROVED,ON Sale,10/31/2014,2015,10/1/2015,174175,PEPPERS & FRIES,3900 Lake St E,NULL,E,LIQ ON-SALE E W/SS SERIES 4000,57:19.9,-10376778.23,5613439.186,3.10E+12
-93.28846184,44.95538223,536,1588103,L196,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,121180,C C CLUB,2600 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 2000,57:05.8,-10384824.07,5614500.064,3.30E+12
-93.21121074,44.94861786,537,1259624,L196,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,156148,CRAFTSMAN,4300 Lake St E,NULL,E,LIQ ON-SALE E W/SS SERIES 2000,57:05.8,-10376224.52,5613436.044,3.10E+12
-93.29785007,44.95212574,538,564964,L226,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,131503,KINHDO RESTAURANT,2755 Hennepin Ave,NULL,NULL,BEER CL E ON SALE,57:05.8,-10385869.16,5613987.809,3.30E+12
-93.20659542,44.94864225,539,1123352,L186,PENDING,ON Sale,2/7/2014,2016,1/1/2016,170091,LONGFELLOW GRILL,2990 West River Pkwy,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,02:53.4,-10375710.74,5613439.88,3.20E+12
-93.29655962,44.95523623,540,933153,L242,APPROVED,ON Sale,5/9/2014,2015,4/1/2015,127099,BRAVE NEW WORKSHOP,2605 Hennepin Ave,NULL,NULL,WINE A W/STRONG BEER,56:17.7,-10385725.51,5614477.097,3.30E+12
-93.31950738,44.94939983,541,1141230,L200,PENDING,ON Sale,6/28/2013,2015,7/1/2015,142301,TRYGS,3118 Lake St W,NULL,W,LIQ ON-SALE B W/SS SERIES 3000,57:05.1,-10388280.04,5613559.04,3.20E+12
-93.32084922,44.94913208,542,1064716,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,137178,PUNCH NEAPOLITAN PIZZA,3226 Lake St W,NULL,W,WINE E W/STRONG BEER,57:05.8,-10388429.42,5613516.925,3.20E+12
-93.29655962,44.95523623,543,1685795,L242,NEW,ON Sale,11/24/2014,2015,4/1/2015,174942,THE ARTS NEST,2605 Hennepin Ave,NULL,NULL,WINE A W/STRONG BEER,02:25.9,-10385725.51,5614477.097,3.30E+12
-93.32084922,44.94913208,544,1064716,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,165606,PUNCH NEAPOLITAN PIZZA,3226 Lake St W,NULL,W,WINE E W/STRONG BEER,57:05.8,-10388429.42,5613516.925,3.20E+12
-93.29747004,44.95527256,545,1042838,L186,PENDING,ON Sale,1/23/2014,2016,1/1/2016,136538,CHIPOTLE MEXICAN GRILL,2600 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,03:05.5,-10385826.86,5614482.813,3.30E+12
-93.27306069,44.98441323,546,564654,L212,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,131202,J D HOYTS,301 Washington Ave N,NULL,N,LIQ ON-SALE C-2 W/SS SERIES 4000,57:40.9,-10383109.62,5619068.002,2.20E+12
-93.32084922,44.94913208,547,1347328,L196,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,164384,BURGER JONES,3200 Lake St W,NULL,W,LIQ ON-SALE E W/SS SERIES 2000,57:05.8,-10388429.42,5613516.925,3.20E+12
-93.29803609,44.95401494,548,1279063,L196,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,158890,ROAT OSHA,2650 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 2000,57:05.8,-10385889.87,5614284.983,3.30E+12
-93.32084922,44.94913208,549,1347328,L196,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,165596,BURGER JONES,3200 Lake St W,NULL,W,LIQ ON-SALE E W/SS SERIES 2000,57:05.8,-10388429.42,5613516.925,3.20E+12
-93.29766915,44.95468187,550,1449602,L216,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,121190,GREEN MILL,2626 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 4000,57:40.9,-10385849.02,5614389.893,3.30E+12
-93.31505592,44.95016295,551,1193420,L188,APPROVED,ON Sale,5/9/2014,2015,4/1/2015,130265,URBAN EATERY,2730 Lake St W 1ST FL,1ST FL,W,LIQ ON-SALE A W/SS SERIES 2000,56:17.7,-10387784.51,5613679.073,3.20E+12
-93.29787535,44.94955025,552,563706,L188,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,130268,WILLIAMS UPTOWN PUB & PEANUT BAR,2911 Hennepin Ave,NULL,NULL,LIQ ON-SALE A W/SS SERIES 2000,57:05.8,-10385871.98,5613582.699,3.30E+12
-93.31505592,44.95016295,553,1375809,L200,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,158297,DAMICO CATERING AT CALHOUN BEACH CLUB,2925 Dean Pkwy,NULL,NULL,LIQ ON-SALE B W/SS SERIES 3000,57:16.8,-10387784.51,5613679.073,3.20E+12
-93.29726527,44.94867149,554,1081767,L180,PENDING,ON Sale,1/23/2014,2016,1/1/2016,138678,STELLAS FISH CAFE & PRESTIGE OYSTER BAR,1400 Lake St W,NULL,W,LIQ ON-SALE B W/SS SERIES 1000,02:25.9,-10385804.06,5613444.479,3.30E+12
-93.29789651,44.94878287,555,1684004,L186,NEW,ON Sale,11/12/2014,2016,1/1/2016,174960,HOBAN KOREAN BBQ RESTAURANT,2939 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,57:11.7,-10385874.33,5613461.998,3.30E+12
-93.2927325,44.96156916,556,1484801,L206,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,169414,THE LOWRY,2112 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 3000,56:57.6,-10385299.48,5615473.365,3.30E+12
-93.29608854,44.9494693,557,1625335,L216,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,173029,HAMMER & SICKLE,1300 Lagoon Ave,#150,NULL,LIQ ON-SALE E W/SS SERIES 4000,57:40.9,-10385673.07,5613569.966,3.30E+12
-93.29786719,44.95119918,558,1342656,L186,APPROVED,ON Sale,1/23/2014,2015,1/1/2015,164056,KIKU BISTRO,2819 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,56:35.8,-10385871.07,5613842.065,3.30E+12
-93.29738755,44.94940773,559,1155366,L196,APPROVED,ON Sale,10/17/2014,2015,4/1/2015,143108,UPTOWN TAVERN & ROOFTOP,1400 Lagoon Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 2000,57:32.9,-10385817.67,5613560.283,3.30E+12
-93.29761857,44.9505886,560,1635949,L180,PENDING,ON Sale,2/22/2014,2016,1/1/2016,173492,BONEYARD,2841 Hennepin Ave,NULL,NULL,LIQ ON-SALE B W/SS SERIES 1000,03:05.5,-10385843.39,5613746.024,3.30E+12
-93.28843389,44.96117323,561,1277933,L206,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,158870,RED DRAGON,2116 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 3000,56:57.6,-10384820.96,5615411.075,3.30E+12
-93.29674699,44.9497749,562,1522726,L194,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,170639,BAR LOUIE,1348 Lagoon Ave,NULL,NULL,LIQ ON-SALE D W/SS SERIES 2000,57:05.8,-10385746.37,5613618.035,3.30E+12
-93.29674699,44.9497749,563,1570215,L186,PENDING,ON Sale,4/25/2014,2016,1/1/2016,170629,ORIGAMI UPTOWN,1354 Lagoon Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,02:53.4,-10385746.37,5613618.035,3.30E+12
-93.28850054,44.94988681,564,1646215,L196,APPROVED,ON Sale,5/9/2014,2015,4/1/2015,173479,MARCHE,2900 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 2000,56:17.7,-10384828.38,5613635.637,3.30E+12
-93.28850295,44.94948904,565,563926,L200,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,130485,VFW POST 246,2916 Lyndale Ave S,NULL,S,LIQ ON-SALE B W/SS SERIES 3000,56:15.9,-10384828.65,5613573.072,3.30E+12
-93.28850892,44.94889873,566,1655686,L237,APPROVED,ON Sale,6/27/2014,2015,7/1/2015,173591,LYNLAKE BREWERY,2934 Lyndale Ave S,NULL,S,LIQ ON-SALE C-1 W/SS SERIES 3000,56:54.2,-10384829.31,5613480.222,3.30E+12
-93.28851109,44.94865315,567,1308414,L212,APPROVED,ON Sale,10/31/2014,2015,10/1/2015,160511,MOTO I,2940 Lyndale Ave S,NULL,S,LIQ ON-SALE C-2 W/SS SERIES 4000,57:19.9,-10384829.55,5613441.595,3.30E+12
-93.29028233,44.94865477,568,1209495,L188,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,121459,BRYANT LAKE BOWL,810 Lake St W,NULL,W,LIQ ON-SALE A W/SS SERIES 2000,57:05.8,-10385026.72,5613441.849,3.30E+12
-93.28851321,44.94914616,569,564819,L216,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,131364,HERKIMER PUB & BREWERY,2922 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 4000,57:40.9,-10384829.79,5613519.14,3.30E+12
-93.29027874,44.94933503,570,1301314,L202,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,159553,CLASSIC PARKING INC,2917 Bryant Ave S,NULL,S,LIQ ON-SALE C-2 W/SS SERIES 3000,56:57.6,-10385026.33,5613548.847,3.30E+12
-93.28972735,44.9496209,571,1638249,L194,APPROVED,ON Sale,3/28/2014,2015,4/1/2015,173579,LOUIES WINE DIVE,800 Lake St W,NULL,W,LIQ ON-SALE D W/SS SERIES 2000,57:42.0,-10384964.94,5613593.812,3.30E+12
-93.27492263,44.96134151,572,563916,L198,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,130475,GALE MANSION,2115 Stevens Ave,NULL,NULL,LIQ ON-SALE A W/SS SERIES 3000,56:57.6,-10383316.89,5615437.55,3.40E+12
-93.27403825,44.95822041,573,563668,L188,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,130232,"GRAIN STACK, DOGWOOD AT MIA, HALF PINT",2400 3rd Ave S,NULL,S,LIQ ON-SALE A W/SS SERIES 2000,57:05.8,-10383218.44,5614946.542,3.40E+12
-93.27747549,44.95649289,574,1531339,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,170559,KRUNGTHEP THAI CUISINE,2521 Nicollet Ave,NULL,NULL,WINE E W/STRONG BEER,57:05.8,-10383601.07,5614674.78,3.40E+12
-93.27747362,44.95666274,575,1637809,L244,APPROVED,ON Sale,3/28/2014,2015,4/1/2015,173592,COPPER HEN CAKERY,2515 Nicollet Ave,NULL,NULL,WINE C-1 W/STRONG BEER,57:08.7,-10383600.87,5614701.501,3.40E+12
-93.27747923,44.95602947,576,1465837,L182,PENDING,ON Sale,2/7/2014,2016,1/1/2016,149734,PANCHO VILLAS GRILL,2539 Nicollet Ave,NULL,NULL,LIQ ON-SALE C-2 W/SS SERIES 1000,03:03.0,-10383601.49,5614601.881,3.40E+12
-93.27747559,44.95633318,577,1308091,L247,APPROVED,ON Sale,5/9/2014,2015,4/1/2015,160499,CARAVELLE-PHO 79 RESTAURANT,2529 Nicollet Ave,NULL,NULL,WINE E W/STRONG BEER,56:17.7,-10383601.09,5614649.656,3.40E+12
-93.2772583,44.95573513,578,1632307,L247,APPROVED,ON Sale,1/23/2014,2015,4/1/2015,153028,THE BAD WAITRESS,2 26th St E C101,C101,E,WINE E W/STRONG BEER,56:21.5,-10383576.9,5614555.578,3.40E+12
-93.2772583,44.95573513,579,1254675,L186,APPROVED,ON Sale,2/7/2014,2015,1/1/2015,154689,JASMINE 26 RESTAURANT & BAR,8 26th St E C102,C102,E,LIQ ON-SALE E W/SS SERIES 1000,56:14.4,-10383576.9,5614555.578,3.40E+12
-93.28760037,44.96253035,580,564681,L216,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,131228,MORTIMERS BAR & RESTAURANT,2001 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 4000,57:40.9,-10384728.17,5615624.584,3.40E+12
-93.2876114,44.9558974,581,1021099,L186,PENDING,ON Sale,1/23/2014,2016,1/1/2016,135557,BULLDOG RESTAURANT,2549 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 1000,03:05.5,-10384729.4,5614581.105,3.40E+12
-93.28768888,44.95578663,582,1550499,L206,APPROVED,ON Sale,8/1/2014,2015,7/1/2015,170875,NIGHTINGALE,2551 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 3000,56:57.6,-10384738.02,5614563.68,3.40E+12
-93.2876041,44.95871832,583,972342,L221,APPROVED,ON Sale,5/9/2014,2015,4/1/2015,169436,ECOPOLITAN,2409 Lyndale Ave S 101,101,S,WINE ON SALE CLASS E,56:17.7,-10384728.59,5615024.871,3.40E+12
-93.27837541,44.958474,584,1665364,L216,APPROVED,ON Sale,8/29/2014,2015,10/1/2015,174006,WEDGE TABLE,2412 Nicollet Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 4000,57:13.0,-10383701.25,5614986.435,3.40E+12
-93.2783983,44.95619366,585,1539808,L190,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,170577,ICE HOUSE,2528 Nicollet Ave,NULL,NULL,LIQ ON-SALE B W/SS SERIES 2000,57:13.0,-10383703.8,5614627.709,3.40E+12
-93.27840057,44.95582802,586,1661509,L180,NEW,ON Sale,7/9/2014,2016,1/1/2016,170241,EAT STREET SOCIAL CLUB,18 26th St W,NULL,W,LIQ ON-SALE B W/SS SERIES 1000,03:31.9,-10383704.05,5614570.191,3.40E+12
-93.27840057,44.95582802,587,1520005,L233,APPROVED,ON Sale,5/23/2014,2015,1/1/2015,170241,EAT STREET SOCIAL CLUB,18 26th St W,NULL,W,LIQ ON-SALE C-1 W/SS SERIES 1000,56:21.5,-10383704.05,5614570.191,3.40E+12
-93.27840057,44.95582802,588,1681028,L216,APPROVED,ON Sale,12/5/2014,2015,10/1/2015,174991,BLACK SHEEP PIZZA,2550 Nicollet Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 4000,57:31.0,-10383704.05,5614570.191,3.40E+12
-93.27842679,44.95276173,589,1457392,L210,APPROVED,ON Sale,10/3/2014,2015,10/1/2015,167217,EL NUEVO MARIACHI,2728 Nicollet Ave,NULL,NULL,LIQ ON-SALE B W/SS SERIES 4000,57:40.9,-10383706.97,5614087.851,3.40E+12
-93.27832278,44.95511447,590,1307788,L196,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,64050,PENINSULA MALAYSIAN CUISINE,2608 Nicollet Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 2000,57:05.8,-10383695.39,5614457.943,3.40E+12
-93.2783281,44.95445957,591,565241,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,131775,CHRISTOS,2632 Nicollet Ave,NULL,NULL,WINE E W/STRONG BEER,57:05.8,-10383695.99,5614354.925,3.40E+12
-93.28752644,44.95253247,592,1548344,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,171345,WORLD STREET KITCHEN,2743 Lyndale Ave S,NULL,S,WINE E W/STRONG BEER,57:05.8,-10384719.94,5614051.789,3.40E+12
-93.28752644,44.95253247,593,1655905,L247,APPROVED,ON Sale,8/1/2014,2015,4/1/2015,171345,WORLD STREET KITCHEN,2743 Lyndale Ave S,NULL,S,WINE E W/STRONG BEER,56:57.6,-10384719.94,5614051.789,3.40E+12
-93.28741321,44.95066865,594,1650126,L247,APPROVED,ON Sale,6/27/2014,2015,4/1/2015,173849,KYOTO SUSHI,2841 Lyndale Ave S,NULL,S,WINE E W/STRONG BEER,56:54.2,-10384707.34,5613758.615,3.40E+12
-93.2876647,44.94965727,595,1136333,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,140486,GALACTIC PIZZA,2917 Lyndale Ave S,NULL,S,WINE E W/STRONG BEER,57:05.8,-10384735.33,5613599.533,3.40E+12
-93.2876647,44.94965727,596,1676031,L245,APPROVED,ON Sale,10/31/2014,2015,4/1/2015,140486,GALACTIC PIZZA,2917 Lyndale Ave S,NULL,S,WINE C-2 W/STRONG BEER,57:19.9,-10384735.33,5613599.533,3.40E+12
-93.28764942,44.9500842,597,1671775,L196,APPROVED,ON Sale,10/17/2014,2014,10/4/2014,173781,LAGO TACOS LYNLAKE,2901 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 2000,57:32.9,-10384733.63,5613666.685,3.40E+12
-93.28764942,44.9500842,598,1642661,L196,APPROVED,ON Sale,4/11/2014,2015,4/1/2015,173781,LAGO TACOS LYNLAKE,2901 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 2000,57:03.0,-10384733.63,5613666.685,3.40E+12
-93.2876742,44.94866234,599,1082865,L242,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,138822,JUNGLE THEATER,2951 Lyndale Ave S,NULL,S,WINE A W/STRONG BEER,57:05.8,-10384736.39,5613443.04,3.40E+12
-93.28767108,44.94911059,600,1391135,L206,PENDING,ON Sale,6/28/2013,2015,7/1/2015,165718,LYNDALE (THE),2937 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 3000,58:31.0,-10384736.04,5613513.544,3.40E+12
-93.28766969,44.94922224,601,1472353,L196,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,168478,MUDDY WATERS,2933 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 2000,57:05.8,-10384735.89,5613531.107,3.40E+12
-93.28728093,44.94865893,602,565119,L235,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,131656,ITS GREEK TO ME,626 Lake St W,NULL,W,LIQ ON-SALE C-1 W/SS SERIES 2000,57:05.8,-10384692.61,5613442.504,3.40E+12
-93.28728093,44.94865893,603,1642967,L184,APPROVED,ON Sale,4/25/2014,2015,1/1/2015,57312,FUJI YA,600 Lake St W,NULL,W,LIQ ON-SALE D W/SS SERIES 1000,57:05.8,-10384692.61,5613442.504,3.40E+12
-93.27743589,44.95534289,604,563803,L194,APPROVED,ON Sale,10/17/2014,2015,4/1/2015,130362,BLACK FOREST INN,1 26th St E,NULL,E,LIQ ON-SALE D W/SS SERIES 2000,57:32.9,-10383596.67,5614493.876,3.40E+12
-93.27743589,44.95534289,605,1675696,L194,APPROVED,ON Sale,10/17/2014,2015,10/5/2015,130362,BLACK FOREST INN,1 26th St E,NULL,E,LIQ ON-SALE D W/SS SERIES 2000,57:32.9,-10383596.67,5614493.876,3.40E+12
-93.27751092,44.95308031,606,1490091,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,64064,QUANG RESTAURANT,2719 Nicollet Ave,NULL,NULL,WINE E W/STRONG BEER,57:05.8,-10383605.02,5614137.963,3.40E+12
-93.27684461,44.95533144,607,1676407,L245,APPROVED,ON Sale,10/31/2014,2015,4/1/2015,174352,GYST FERMENTATIONS,25 26th St E,NULL,E,WINE C-2 W/STRONG BEER,57:19.9,-10383530.85,5614492.074,3.40E+12
-93.27751638,44.95241261,608,563876,L196,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,126887,RAINBOW CHINESE RESTAURANT,2739 Nicollet Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 2000,57:05.8,-10383605.63,5614032.934,3.40E+12
-93.27751638,44.95241261,609,563876,L196,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,130435,RAINBOW CHINESE RESTAURANT,2739 Nicollet Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 2000,57:05.8,-10383605.63,5614032.934,3.40E+12
-93.27752688,44.95116767,610,1162031,L242,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,129325,OLD ARIZONA,2821 Nicollet Ave,NULL,NULL,WINE A W/STRONG BEER,57:19.9,-10383606.8,5613837.109,3.40E+12
-93.25772627,44.96217312,611,933725,L246,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,129567,MARIAS CAFE,1113 Franklin Ave E,NULL,E,WINE D W/STRONG BEER,57:05.8,-10381402.6,5615568.382,3.50E+12
-93.26580141,44.95520506,612,1536082,L190,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,170324,AMERICAN SWEDISH INSTITUTE,2600 Park Ave,NULL,NULL,LIQ ON-SALE B W/SS SERIES 2000,57:05.8,-10382301.52,5614472.194,3.50E+12
-93.26580141,44.95520506,613,1684130,L180,NEW,ON Sale,11/13/2014,2016,1/1/2016,175108,FIKA,2600 Park Ave,NULL,NULL,LIQ ON-SALE B W/SS SERIES 1000,57:07.3,-10382301.52,5614472.194,3.50E+12
-93.2630551,44.94857073,614,1309173,L247,APPROVED,ON Sale,4/25/2014,2015,4/1/2015,145509,MARISQUERIA EL NAYARITA,730 Lake St E,NULL,E,WINE E W/STRONG BEER,57:05.8,-10381995.8,5613428.631,3.50E+12
