X,Y,FID,PERMITID,TYPE,DECISION,LIQUOR_TYP,ISSUEDATE,EXPIRE_YEA,EXPIRE_DAT,ESTABLISHM,ESTABLIS_1,ESTABLIS_2,ESTABLIS_3,ESTABLIS_4,TYPE_DESCR,LastUpdate,WGS_X,WGS_Y,APN
-93.275018708829805,44.974745538988948,50,562740,L170,PENDING,Off Sale,2014-02-07 00:00:00.000,2016,2016-01-01 00:00:00.000,129871,HASKELLS,81 9th St S,NULL,S,LIQ OFF-SALE SERIES 1000,2014-11-19 00:57:07.453,-10383327.5864,5617546.564,2702924120180
-93.273035118189696,44.97258613704458,51,1563685,L173,APPROVED,Off Sale,2014-10-17 00:00:00.000,2015,2015-10-01 00:00:00.000,121732,HILTON MINNEAPOLIS,1001 Marquette Ave,NULL,NULL,LIQ OFF-SALE SERIES 4000,2014-10-09 00:57:21.560,-10383106.7741,5617206.7665,2702924130280
-93.280304517234129,44.973897492301916,52,1536698,L171,APPROVED,Off Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,51659,LUNDS WINE AND SPIRITS,1208 Harmon Pl,NULL,NULL,LIQ OFF-SALE SERIES 2000,2014-04-17 00:56:54.490,-10383915.9999,5617413.1162,2702924210090
-93.279931869104814,44.969619601142895,53,1599846,L172,APPROVED,Off Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,129967,GREENWAY LIQUOR,105 Grant St W,NULL,W,LIQ OFF-SALE SERIES 3000,2014-07-10 00:56:46.390,-10383874.5169,5616739.9815,2702924310190
-93.288880278704085,44.973347302979576,54,1669633,L311,APPROVED,Off Sale,2014-10-03 00:00:00.000,2015,2015-04-01 00:00:00.000,173845,SISYPHUS BREWING,712 Ontario Ave,#100,NULL,"OFF SALE MALT LIQUOR, SERIES 2000",2014-09-25 00:57:29.453,-10384870.6493,5617326.54,2802924140000
-93.291156245816353,44.963449740842933,55,562792,L172,APPROVED,Off Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,129921,LOWRY HILL LIQUORS,1922 Hennepin Ave 1ST FLOOR,1ST FLOOR,NULL,LIQ OFF-SALE SERIES 3000,2014-07-10 00:56:46.390,-10385124.0088,5615769.2301,2802924440040
-93.225265736007771,44.973745872730582,56,836233,L171,APPROVED,Off Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,121571,VALU LIQUORS,901 Washington Ave SE,NULL,SE,LIQ OFF-SALE SERIES 2000,2014-04-17 00:56:54.490,-10377789.1108,5617389.2577,3002923220010
-93.215634032769117,44.948624044229859,57,562831,L173,APPROVED,Off Sale,2014-10-17 00:00:00.000,2015,2015-10-01 00:00:00.000,129960,EAST LAKE LIQUOR & DELI,3916 Lake St E,NULL,E,LIQ OFF-SALE SERIES 4000,2014-10-09 00:57:21.560,-10376716.9145,5613437.0164,3102923430070
-93.288433889669733,44.961173228270447,58,562812,L172,APPROVED,Off Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,129941,HUMS LIQUOR STORE,2126 Lyndale Ave S,NULL,S,LIQ OFF-SALE SERIES 3000,2014-07-10 00:56:46.390,-10384820.9575,5615411.0753,3302924110030
-93.296088382103434,44.957667775856869,59,1512383,L170,PENDING,Off Sale,2014-01-23 00:00:00.000,2016,2016-01-01 00:00:00.000,52696,KOWALSKIS  UPTOWN MARKET,2440 Hennepin Ave,NULL,NULL,LIQ OFF-SALE SERIES 1000,2014-12-03 01:03:18.447,-10385673.0517,5614859.604,3302924130070
-93.294704493272263,44.948602050890521,60,562788,L172,APPROVED,Off Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,129917,HENNEPIN LAKE LIQUORS,1200 Lake St W,NULL,W,LIQ OFF-SALE SERIES 3000,2014-07-10 00:56:46.390,-10385518.9979,5613433.5571,3302924430110
-93.288508923250475,44.948898731065128,61,1651633,L312,APPROVED,Off Sale,2014-06-27 00:00:00.000,2015,2015-07-01 00:00:00.000,173591,LYNLAKE BREWERY,2934 Lyndale Ave S,NULL,S,"OFF SALE MALT LIQUOR, SERIES 3000",2014-06-19 00:56:42.903,-10384829.3102,5613480.2216,3302924440010
-93.288511090885251,44.948653153777656,62,1431467,L313,APPROVED,Off Sale,2014-10-31 00:00:00.000,2015,2015-10-01 00:00:00.000,160511,MOTO I,2940 Lyndale Ave S,NULL,S,"OFF SALE MALT LIQUOR, SERIES 4000",2014-10-24 00:57:08.547,-10384829.5515,5613441.595,3302924440010
-93.278292494016966,44.962183804862143,63,562794,L172,APPROVED,Off Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,129923,FRANKLIN NICOLLET LIQUOR STORE,2012 Nicollet Ave 1ST FLOOR,1ST FLOOR,NULL,LIQ OFF-SALE SERIES 3000,2014-07-10 00:56:46.390,-10383692.0225,5615570.0636,3402924210100
-93.284709470010199,44.948639445856557,64,1374118,L172,APPROVED,Off Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,165536,LAKE WINE & CHEESE,404 Lake St W,NULL,W,LIQ OFF-SALE SERIES 3000,2014-07-10 00:56:46.390,-10384406.357,5613439.4389,3402924330130
-93.277526883256499,44.951167673188806,65,1215336,L171,APPROVED,Off Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,129325,OLD ARIZONA,2821 Nicollet Ave,NULL,NULL,LIQ OFF-SALE SERIES 2000,2014-10-24 00:57:08.547,-10383606.7951,5613837.109,3402924430170
-93.260754816777435,44.949309725096853,66,1663105,L312,APPROVED,Off Sale,2014-08-29 00:00:00.000,2015,2015-07-01 00:00:00.000,174072,EASTLAKE BREWERY,920 Lake St E,123,E,"OFF SALE MALT LIQUOR, SERIES 3000",2014-10-30 00:56:52.973,-10381739.7372,5613544.8668,3502924349000
-93.233514806260061,44.956992316164751,67,562826,L173,APPROVED,Off Sale,2014-10-17 00:00:00.000,2015,2015-10-01 00:00:00.000,129955,SKOL LIQUORS,2500 27th Ave S,NULL,S,LIQ OFF-SALE SERIES 4000,2014-10-09 00:57:21.560,-10378707.3931,5614753.3458,3602924130070
-93.240926802076046,44.94937462792457,68,1550635,L172,APPROVED,Off Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,171369,HI-LAKE LIQUORS,2130 Lake St E,NULL,E,LIQ OFF-SALE SERIES 3000,2014-07-10 00:56:46.390,-10379532.4927,5613555.0754,3602924340070
