X,Y,FID,PERMITID,TYPE,DECISION,LIQUOR_TYP,ISSUEDATE,EXPIRE_YEA,EXPIRE_DAT,ESTABLISHM,ESTABLIS_1,ESTABLIS_2,ESTABLIS_3,ESTABLIS_4,TYPE_DESCR,LastUpdate,WGS_X,WGS_Y,APN
-93.296275092443665,44.956756976873734,508,1609584,L206,APPROVED,ON Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,172969,NICOS TACOS,2516 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 3000,2014-07-10 00:56:57.643,-10385693.8362,5614716.3243,3302924130090
-93.219829829899268,44.973483193106581,509,1685838,L192,NEW PROP,ON Sale,2014-11-24 10:43:00.000,2015,2015-04-01 00:00:00.000,170633,THE HOLE SPORTS LOUNGE,2501 University Ave SE,NULL,SE,LIQ ON-SALE C-2 W/SS SERIES 2000,2014-11-25 01:02:25.853,-10377183.9885,5617347.9232,3002923240060
-93.277717205722482,44.988724491004312,510,1684006,L180,NEW,ON Sale,2014-11-12 16:23:07.000,2016,2016-01-01 00:00:00.000,174569,SHAG SUSHI,730 Washington Ave N,NULL,N,LIQ ON-SALE B W/SS SERIES 1000,2014-11-14 00:57:11.733,-10383627.9817,5619746.5627,2202924120020
-93.296770667833073,44.956301569735935,511,1646085,L247,APPROVED,ON Sale,2014-05-09 00:00:00.000,2015,2015-04-01 00:00:00.000,173707,DUNN BROS COFFEE,2548 Hennepin Ave,NULL,NULL,WINE E W/STRONG BEER,2014-11-04 00:57:29.743,-10385749.0034,5614644.6841,3302924130100
-93.219829829899268,44.973483193106581,512,1641658,L192,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,170633,THE HOLE SPORTS LOUNGE,2501 University Ave SE,NULL,SE,LIQ ON-SALE C-2 W/SS SERIES 2000,2014-04-17 00:57:05.820,-10377183.9885,5617347.9232,3002923240060
-93.274665729313639,44.989760918043892,513,564158,L208,APPROVED,ON Sale,2014-10-03 00:00:00.000,2015,2015-10-01 00:00:00.000,130713,STICKS,708 1st St N,NULL,N,LIQ ON-SALE A W/SS SERIES 4000,2014-09-25 00:57:40.890,-10383288.2929,5619909.6963,2202924120030
-93.288464227573499,44.955699078240329,514,1465302,L186,PENDING,ON Sale,2014-01-23 00:00:00.000,2016,2016-01-01 00:00:00.000,156159,COMMON ROOTS CAFE,2558 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 1000,2014-12-04 01:02:50.603,-10384824.3347,5614549.9069,3302924140180
-93.275884789866595,44.984743808784067,515,1559769,L202,APPROVED,ON Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,171474,DARBYS PUB & GRILL,401 3rd St N,NULL,N,LIQ ON-SALE C-2 W/SS SERIES 3000,2014-07-24 00:57:16.797,-10383423.9981,5619120.0308,2202924130020
-93.220044998867692,44.972209757066125,516,1470520,L247,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,168026,GREEN SPOON,2600 University Ave SE A,A,SE,WINE E W/STRONG BEER,2014-04-17 00:57:05.820,-10377207.941,5617147.5417,3002923240160
-93.308010206309973,44.961604067137841,517,1547249,L247,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,171232,THE KENWOOD,2115 21st St W,NULL,W,WINE E W/STRONG BEER,2014-09-25 00:57:40.890,-10387000.1831,5615478.8564,3302924220050
-93.275387357659469,44.986068027789095,518,564078,L206,APPROVED,ON Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,130634,CUZZYS GRILL & BAR,507 Washington Ave N,NULL,N,LIQ ON-SALE E W/SS SERIES 3000,2014-07-10 00:56:57.643,-10383368.6242,5619328.4489,2202924130040
-93.210042860948576,44.96832930191411,519,1486143,L246,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,78572,CUPCAKE,3338 University Ave SE,NULL,SE,WINE D W/STRONG BEER,2014-04-17 00:57:05.820,-10376094.5081,5616536.9602,3002923410020
-93.304622908206895,44.948588709799118,520,1539949,L247,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,170930,JJS COFFEE & WINE BISTRO,1806 Lake St W,NULL,W,WINE E W/STRONG BEER,2014-04-17 00:57:05.820,-10386623.1108,5613431.4587,3302924330020
-93.276608878697985,44.98694344578616,521,1639216,L180,PENDING,ON Sale,2014-03-28 00:00:00.000,2016,2016-01-01 00:00:00.000,171263,SMACK SHACK,603 Washington Ave N,NULL,N,LIQ ON-SALE B W/SS SERIES 1000,2014-11-19 00:57:19.110,-10383504.6033,5619466.2331,2202924130040
-93.211858675039693,44.963431235057385,522,1535979,L247,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,135459,SIGNATURE CAFE,130 Warwick St SE,NULL,SE,WINE E W/STRONG BEER,2014-04-17 00:57:05.820,-10376296.6436,5615766.3186,3002923440200
-93.302400289344405,44.948652486850911,523,1410531,L192,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,146899,BARBETTE,1600 Lake St W,NULL,W,LIQ ON-SALE C-2 W/SS SERIES 2000,2014-04-17 00:57:05.820,-10386375.69,5613441.4901,3302924340040
-93.277455222849653,44.987541917806951,524,1609599,L216,APPROVED,ON Sale,2014-10-03 00:00:00.000,2015,2015-10-01 00:00:00.000,172901,LOOSE WILES FREEHOUSE,701 Washington Ave N,NULL,N,LIQ ON-SALE E W/SS SERIES 4000,2014-09-25 00:57:40.890,-10383598.8179,5619560.4293,2202924130050
-93.298673959866591,44.948593647859767,525,1060128,L233,PENDING,ON Sale,2014-02-07 00:00:00.000,2016,2016-01-01 00:00:00.000,130222,CHINO LATINO,2916 Hennepin Ave,NULL,NULL,LIQ ON-SALE C-1 W/SS SERIES 1000,2014-12-05 01:03:05.537,-10385960.8769,5613432.2354,3302924340060
-93.223930939208586,44.948688867725473,526,1621060,L214,APPROVED,ON Sale,2014-10-17 00:00:00.000,2015,2015-10-01 00:00:00.000,173082,SONORA GRILL LONGFELLOW,3300 Lake St E,NULL,E,LIQ ON-SALE D W/SS SERIES 4000,2014-10-09 00:57:32.920,-10377640.5219,5613447.2124,3102923330120
-93.275884970427967,44.987439980119987,527,1235266,L210,APPROVED,ON Sale,2014-10-03 00:00:00.000,2015,2015-10-01 00:00:00.000,149188,THE LOOP,606 Washington Ave N,NULL,N,LIQ ON-SALE B W/SS SERIES 4000,2014-09-25 00:57:40.890,-10383424.0182,5619544.3848,2202924130060
-93.299251787698353,44.948830737848127,528,564930,L226,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,131469,DAVANNIS PIZZA & HOT HOAGIES,1414 Lake St W,NULL,W,BEER CL E ON SALE,2014-04-17 00:57:05.820,-10386025.2004,5613469.527,3302924340060
-93.221110681069035,44.948658157953233,529,1650399,L235,APPROVED,ON Sale,2014-06-27 00:00:00.000,2015,2015-04-01 00:00:00.000,171993,ZEKES UNCHAINED ANIMAL,3508 Lake St E,NULL,E,LIQ ON-SALE C-1 W/SS SERIES 2000,2014-08-21 00:57:12.987,-10377326.5722,5613442.3821,3102923340160
-93.275714348016152,44.987305114842499,530,1330155,L247,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,163356,BLACK SHEEP COAL FIRED PIZZA,600 Washington Ave N,NULL,N,WINE E W/STRONG BEER,2014-04-17 00:57:05.820,-10383405.0246,5619523.1577,2202924130060
-93.298669576087988,44.949065372787885,531,1544225,L198,APPROVED,ON Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,124390,UPTOWN THEATRE,2906 Hennepin Ave,NULL,NULL,LIQ ON-SALE A W/SS SERIES 3000,2014-07-10 00:56:57.643,-10385960.3889,5613506.4326,3302924340130
-93.215033876412633,44.948583045683463,532,565216,L246,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,131753,EL NORTENO MARKET & DELI,4000 Lake St E,NULL,E,WINE D W/STRONG BEER,2014-04-17 00:57:05.820,-10376650.1054,5613430.5678,3102923430040
-93.274123242103457,44.986180521848901,533,1209998,L195,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,132784,SAPOR,428 Washington Ave N,NULL,N,LIQ ON-SALE E SERIES 2000,2014-04-17 00:57:05.820,-10383227.9035,5619346.1545,2202924130060
-93.288479137810597,44.953551163771131,534,1625325,L186,PENDING,ON Sale,2014-01-23 00:00:00.000,2016,2016-01-01 00:00:00.000,173047,HEYDAY,2700 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 1000,2014-11-27 01:03:03.023,-10384825.9945,5614212.0292,3302924410040
-93.216184857243462,44.948637839891461,535,1673055,L216,APPROVED,ON Sale,2014-10-31 00:00:00.000,2015,2015-10-01 00:00:00.000,174175,PEPPERS & FRIES,3900 Lake St E,NULL,E,LIQ ON-SALE E W/SS SERIES 4000,2014-10-24 00:57:19.923,-10376778.232,5613439.1863,3102923430070
-93.288461843444736,44.955382230697658,536,1588103,L196,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,121180,C C CLUB,2600 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 2000,2014-04-17 00:57:05.820,-10384824.0693,5614500.0644,3302924410170
-93.211210741784839,44.94861786323326,537,1259624,L196,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,156148,CRAFTSMAN,4300 Lake St E,NULL,E,LIQ ON-SALE E W/SS SERIES 2000,2014-04-17 00:57:05.820,-10376224.516,5613436.0442,3102923440180
-93.297850067308801,44.952125736281928,538,564964,L226,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,131503,KINHDO RESTAURANT,2755 Hennepin Ave,NULL,NULL,BEER CL E ON SALE,2014-04-17 00:57:05.820,-10385869.1616,5613987.8093,3302924420020
-93.206595418840593,44.948642252162827,539,1123352,L186,PENDING,ON Sale,2014-02-07 00:00:00.000,2016,2016-01-01 00:00:00.000,170091,LONGFELLOW GRILL,2990 West River Pkwy,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,2014-12-02 01:02:53.443,-10375710.7406,5613439.8803,3202923330030
-93.296559616741902,44.955236226913762,540,933153,L242,APPROVED,ON Sale,2014-05-09 00:00:00.000,2015,2015-04-01 00:00:00.000,127099,BRAVE NEW WORKSHOP,2605 Hennepin Ave,NULL,NULL,WINE A W/STRONG BEER,2014-05-02 00:56:17.720,-10385725.5093,5614477.097,3302924420160
-93.319507378915432,44.949399834762858,541,1141230,L200,PENDING,ON Sale,2013-06-28 00:00:00.000,2015,2015-07-01 00:00:00.000,142301,TRYGS,3118 Lake St W,NULL,W,LIQ ON-SALE B W/SS SERIES 3000,2014-06-10 00:57:05.090,-10388280.0425,5613559.0402,3202924340040
-93.320849221201399,44.949132080203,542,1064716,L247,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,137178,PUNCH NEAPOLITAN PIZZA,3226 Lake St W,NULL,W,WINE E W/STRONG BEER,2014-04-17 00:57:05.820,-10388429.4157,5613516.925,3202924340510
-93.296559616741902,44.955236226913762,543,1685795,L242,NEW,ON Sale,2014-11-24 08:50:46.000,2015,2015-04-01 00:00:00.000,174942,THE ARTS NEST,2605 Hennepin Ave,NULL,NULL,WINE A W/STRONG BEER,2014-11-25 01:02:25.853,-10385725.5093,5614477.097,3302924420160
-93.320849221201399,44.949132080203,544,1064716,L247,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,165606,PUNCH NEAPOLITAN PIZZA,3226 Lake St W,NULL,W,WINE E W/STRONG BEER,2014-04-17 00:57:05.820,-10388429.4157,5613516.925,3202924340510
-93.297470036824478,44.955272564201685,545,1042838,L186,PENDING,ON Sale,2014-01-23 00:00:00.000,2016,2016-01-01 00:00:00.000,136538,CHIPOTLE MEXICAN GRILL,2600 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,2014-12-05 01:03:05.537,-10385826.8568,5614482.8131,3302924420180
-93.273060691429208,44.984413232934365,546,564654,L212,APPROVED,ON Sale,2014-10-03 00:00:00.000,2015,2015-10-01 00:00:00.000,131202,J D HOYTS,301 Washington Ave N,NULL,N,LIQ ON-SALE C-2 W/SS SERIES 4000,2014-09-25 00:57:40.890,-10383109.6209,5619068.0024,2202924130080
-93.320849221201399,44.949132080203,547,1347328,L196,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,164384,BURGER JONES,3200 Lake St W,NULL,W,LIQ ON-SALE E W/SS SERIES 2000,2014-04-17 00:57:05.820,-10388429.4157,5613516.925,3202924340510
-93.298036093132779,44.954014940938926,548,1279063,L196,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,158890,ROAT OSHA,2650 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 2000,2014-04-17 00:57:05.820,-10385889.8699,5614284.9826,3302924420230
-93.320849221201399,44.949132080203,549,1347328,L196,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,165596,BURGER JONES,3200 Lake St W,NULL,W,LIQ ON-SALE E W/SS SERIES 2000,2014-04-17 00:57:05.820,-10388429.4157,5613516.925,3202924340510
-93.297669145712263,44.954681865711898,550,1449602,L216,APPROVED,ON Sale,2014-10-03 00:00:00.000,2015,2015-10-01 00:00:00.000,121190,GREEN MILL,2626 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 4000,2014-09-25 00:57:40.890,-10385849.0215,5614389.8927,3302924420230
-93.315055920357111,44.950162954980456,551,1193420,L188,APPROVED,ON Sale,2014-05-09 00:00:00.000,2015,2015-04-01 00:00:00.000,130265,URBAN EATERY,2730 Lake St W 1ST FL,1ST FL,W,LIQ ON-SALE A W/SS SERIES 2000,2014-05-02 00:56:17.720,-10387784.5084,5613679.0727,3202924430360
-93.297875353985745,44.949550245888247,552,563706,L188,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,130268,WILLIAMS UPTOWN PUB & PEANUT BAR,2911 Hennepin Ave,NULL,NULL,LIQ ON-SALE A W/SS SERIES 2000,2014-04-17 00:57:05.820,-10385871.9765,5613582.6985,3302924430080
-93.315055920357111,44.950162954980456,553,1375809,L200,APPROVED,ON Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,158297,DAMICO CATERING AT CALHOUN BEACH CLUB,2925 Dean Pkwy,NULL,NULL,LIQ ON-SALE B W/SS SERIES 3000,2014-07-24 00:57:16.797,-10387784.5084,5613679.0727,3202924430360
-93.297265266753783,44.948671492034975,554,1081767,L180,PENDING,ON Sale,2014-01-23 00:00:00.000,2016,2016-01-01 00:00:00.000,138678,STELLAS FISH CAFE & PRESTIGE OYSTER BAR,1400 Lake St W,NULL,W,LIQ ON-SALE B W/SS SERIES 1000,2014-11-25 01:02:25.853,-10385804.0619,5613444.4794,3302924430090
-93.297896514700568,44.948782871200649,555,1684004,L186,NEW,ON Sale,2014-11-12 16:16:52.000,2016,2016-01-01 00:00:00.000,174960,HOBAN KOREAN BBQ RESTAURANT,2939 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,2014-11-14 00:57:11.733,-10385874.3321,5613461.9981,3302924430090
-93.292732501679097,44.961569160214758,556,1484801,L206,APPROVED,ON Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,169414,THE LOWRY,2112 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 3000,2014-07-10 00:56:57.643,-10385299.4768,5615473.3647,3302924110000
-93.296088540206924,44.949469295922384,557,1625335,L216,APPROVED,ON Sale,2014-10-03 00:00:00.000,2015,2015-10-01 00:00:00.000,173029,HAMMER & SICKLE,1300 Lagoon Ave,#150,NULL,LIQ ON-SALE E W/SS SERIES 4000,2014-09-25 00:57:40.890,-10385673.0693,5613569.9658,3302924430120
-93.297867192791387,44.951199180114855,558,1342656,L186,APPROVED,ON Sale,2014-01-23 00:00:00.000,2015,2015-01-01 00:00:00.000,164056,KIKU BISTRO,2819 Hennepin Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,2014-01-20 00:56:35.840,-10385871.068,5613842.0649,3302924430120
-93.297387550820147,44.949407734149347,559,1155366,L196,APPROVED,ON Sale,2014-10-17 00:00:00.000,2015,2015-04-01 00:00:00.000,143108,UPTOWN TAVERN & ROOFTOP,1400 Lagoon Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 2000,2014-10-09 00:57:32.920,-10385817.6745,5613560.2827,3302924430130
-93.297618566070199,44.950588601047365,560,1635949,L180,PENDING,ON Sale,2014-02-22 00:00:00.000,2016,2016-01-01 00:00:00.000,173492,BONEYARD,2841 Hennepin Ave,NULL,NULL,LIQ ON-SALE B W/SS SERIES 1000,2014-12-05 01:03:05.537,-10385843.391,5613746.024,3302924430140
-93.288433889669733,44.961173228270447,561,1277933,L206,APPROVED,ON Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,158870,RED DRAGON,2116 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 3000,2014-07-10 00:56:57.643,-10384820.9575,5615411.0753,3302924110030
-93.296746990038812,44.94977490024818,562,1522726,L194,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,170639,BAR LOUIE,1348 Lagoon Ave,NULL,NULL,LIQ ON-SALE D W/SS SERIES 2000,2014-04-17 00:57:05.820,-10385746.3676,5613618.0347,3302924430190
-93.296746990038812,44.94977490024818,563,1570215,L186,PENDING,ON Sale,2014-04-25 00:00:00.000,2016,2016-01-01 00:00:00.000,170629,ORIGAMI UPTOWN,1354 Lagoon Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 1000,2014-12-02 01:02:53.443,-10385746.3676,5613618.0347,3302924430190
-93.288500544663819,44.949886811311252,564,1646215,L196,APPROVED,ON Sale,2014-05-09 00:00:00.000,2015,2015-04-01 00:00:00.000,173479,MARCHE,2900 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 2000,2014-05-02 00:56:17.720,-10384828.3775,5613635.6374,3302924440000
-93.288502953945411,44.949489042137479,565,563926,L200,APPROVED,ON Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,130485,VFW POST 246,2916 Lyndale Ave S,NULL,S,LIQ ON-SALE B W/SS SERIES 3000,2014-08-07 00:56:15.950,-10384828.6457,5613573.0717,3302924440010
-93.288508923250475,44.948898731065128,566,1655686,L237,APPROVED,ON Sale,2014-06-27 00:00:00.000,2015,2015-07-01 00:00:00.000,173591,LYNLAKE BREWERY,2934 Lyndale Ave S,NULL,S,LIQ ON-SALE C-1 W/SS SERIES 3000,2014-06-19 00:56:54.153,-10384829.3102,5613480.2216,3302924440010
-93.288511090885251,44.948653153777656,567,1308414,L212,APPROVED,ON Sale,2014-10-31 00:00:00.000,2015,2015-10-01 00:00:00.000,160511,MOTO I,2940 Lyndale Ave S,NULL,S,LIQ ON-SALE C-2 W/SS SERIES 4000,2014-10-24 00:57:19.923,-10384829.5515,5613441.595,3302924440010
-93.290282325182105,44.948654766735835,568,1209495,L188,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,121459,BRYANT LAKE BOWL,810 Lake St W,NULL,W,LIQ ON-SALE A W/SS SERIES 2000,2014-04-17 00:57:05.820,-10385026.7244,5613441.8487,3302924440110
-93.28851321180764,44.949146161202485,569,564819,L216,APPROVED,ON Sale,2014-10-03 00:00:00.000,2015,2015-10-01 00:00:00.000,131364,HERKIMER PUB & BREWERY,2922 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 4000,2014-09-25 00:57:40.890,-10384829.7876,5613519.1398,3302924440120
-93.290278740904114,44.949335026692815,570,1301314,L202,APPROVED,ON Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,159553,CLASSIC PARKING INC,2917 Bryant Ave S,NULL,S,LIQ ON-SALE C-2 W/SS SERIES 3000,2014-07-10 00:56:57.643,-10385026.3254,5613548.8465,3302924440130
-93.289727348694512,44.949620902100399,571,1638249,L194,APPROVED,ON Sale,2014-03-28 00:00:00.000,2015,2015-04-01 00:00:00.000,173579,LOUIES WINE DIVE,800 Lake St W,NULL,W,LIQ ON-SALE D W/SS SERIES 2000,2014-03-28 00:57:41.993,-10384964.9447,5613593.8121,3302924440360
-93.274922634010181,44.961341511153812,572,563916,L198,APPROVED,ON Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,130475,GALE MANSION,2115 Stevens Ave,NULL,NULL,LIQ ON-SALE A W/SS SERIES 3000,2014-07-10 00:56:57.643,-10383316.8914,5615437.5501,3402924120030
-93.274038246206217,44.958220414794418,573,563668,L188,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,130232,"GRAIN STACK, DOGWOOD AT MIA, HALF PINT",2400 3rd Ave S,NULL,S,LIQ ON-SALE A W/SS SERIES 2000,2014-04-17 00:57:05.820,-10383218.4418,5614946.5419,3402924130050
-93.277475494232363,44.95649288577382,574,1531339,L247,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,170559,KRUNGTHEP THAI CUISINE,2521 Nicollet Ave,NULL,NULL,WINE E W/STRONG BEER,2014-04-17 00:57:05.820,-10383601.0745,5614674.78,3402924130080
-93.277473615855101,44.956662744898615,575,1637809,L244,APPROVED,ON Sale,2014-03-28 00:00:00.000,2015,2015-04-01 00:00:00.000,173592,COPPER HEN CAKERY,2515 Nicollet Ave,NULL,NULL,WINE C-1 W/STRONG BEER,2014-03-27 00:57:08.673,-10383600.8654,5614701.5006,3402924130090
-93.277479231223936,44.956029473812606,576,1465837,L182,PENDING,ON Sale,2014-02-07 00:00:00.000,2016,2016-01-01 00:00:00.000,149734,PANCHO VILLAS GRILL,2539 Nicollet Ave,NULL,NULL,LIQ ON-SALE C-2 W/SS SERIES 1000,2014-11-27 01:03:03.023,-10383601.4905,5614601.8809,3402924130090
-93.277475594843679,44.956333176189439,577,1308091,L247,APPROVED,ON Sale,2014-05-09 00:00:00.000,2015,2015-04-01 00:00:00.000,160499,CARAVELLE-PHO 79 RESTAURANT,2529 Nicollet Ave,NULL,NULL,WINE E W/STRONG BEER,2014-05-02 00:56:17.720,-10383601.0857,5614649.6561,3402924130100
-93.27725830225792,44.955735125993755,578,1632307,L247,APPROVED,ON Sale,2014-01-23 00:00:00.000,2015,2015-04-01 00:00:00.000,153028,THE BAD WAITRESS,2 26th St E C101,C101,E,WINE E W/STRONG BEER,2014-05-15 00:56:21.477,-10383576.8968,5614555.5775,3402924130180
-93.27725830225792,44.955735125993755,579,1254675,L186,APPROVED,ON Sale,2014-02-07 00:00:00.000,2015,2015-01-01 00:00:00.000,154689,JASMINE 26 RESTAURANT & BAR,8 26th St E C102,C102,E,LIQ ON-SALE E W/SS SERIES 1000,2014-01-31 00:56:14.413,-10383576.8968,5614555.5775,3402924139000
-93.287600370765375,44.96253034916392,580,564681,L216,APPROVED,ON Sale,2014-10-03 00:00:00.000,2015,2015-10-01 00:00:00.000,131228,MORTIMERS BAR & RESTAURANT,2001 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 4000,2014-09-25 00:57:40.890,-10384728.1706,5615624.5841,3402924220050
-93.287611403873697,44.955897402901989,581,1021099,L186,PENDING,ON Sale,2014-01-23 00:00:00.000,2016,2016-01-01 00:00:00.000,135557,BULLDOG RESTAURANT,2549 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 1000,2014-12-05 01:03:05.537,-10384729.3988,5614581.105,3402924230060
-93.287688879973686,44.955786631917277,582,1550499,L206,APPROVED,ON Sale,2014-08-01 00:00:00.000,2015,2015-07-01 00:00:00.000,170875,NIGHTINGALE,2551 Lyndale Ave S,NULL,S,LIQ ON-SALE E W/SS SERIES 3000,2014-07-10 00:56:57.643,-10384738.0234,5614563.6798,3402924230210
-93.28760410057042,44.95871832299418,583,972342,L221,APPROVED,ON Sale,2014-05-09 00:00:00.000,2015,2015-04-01 00:00:00.000,169436,ECOPOLITAN,2409 Lyndale Ave S 101,101,S,WINE ON SALE CLASS E,2014-05-02 00:56:17.720,-10384728.5858,5615024.8706,3402924230230
-93.278375413907568,44.958474001843527,584,1665364,L216,APPROVED,ON Sale,2014-08-29 00:00:00.000,2015,2015-10-01 00:00:00.000,174006,WEDGE TABLE,2412 Nicollet Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 4000,2014-08-21 00:57:12.987,-10383701.2531,5614986.435,3402924240010
-93.278398301184382,44.956193658866439,585,1539808,L190,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,170577,ICE HOUSE,2528 Nicollet Ave,NULL,NULL,LIQ ON-SALE B W/SS SERIES 2000,2014-08-21 00:57:12.987,-10383703.8009,5614627.7087,3402924240100
-93.278400573922056,44.955828020719892,586,1661509,L180,NEW,ON Sale,2014-07-09 16:18:20.000,2016,2016-01-01 00:00:00.000,170241,EAT STREET SOCIAL CLUB,18 26th St W,NULL,W,LIQ ON-SALE B W/SS SERIES 1000,2014-12-03 01:03:31.910,-10383704.0539,5614570.1906,3402924240120
-93.278400573922056,44.955828020719892,587,1520005,L233,APPROVED,ON Sale,2014-05-23 00:00:00.000,2015,2015-01-01 00:00:00.000,170241,EAT STREET SOCIAL CLUB,18 26th St W,NULL,W,LIQ ON-SALE C-1 W/SS SERIES 1000,2014-05-15 00:56:21.477,-10383704.0539,5614570.1906,3402924240120
-93.278400573922056,44.955828020719892,588,1681028,L216,APPROVED,ON Sale,2014-12-05 00:00:00.000,2015,2015-10-01 00:00:00.000,174991,BLACK SHEEP PIZZA,2550 Nicollet Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 4000,2014-11-20 00:57:30.970,-10383704.0539,5614570.1906,3402924240120
-93.278426790355297,44.952761733856526,589,1457392,L210,APPROVED,ON Sale,2014-10-03 00:00:00.000,2015,2015-10-01 00:00:00.000,167217,EL NUEVO MARIACHI,2728 Nicollet Ave,NULL,NULL,LIQ ON-SALE B W/SS SERIES 4000,2014-09-25 00:57:40.890,-10383706.9723,5614087.8511,3402924310110
-93.27832277532687,44.955114465904657,590,1307788,L196,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,64050,PENINSULA MALAYSIAN CUISINE,2608 Nicollet Ave,NULL,NULL,LIQ ON-SALE E W/SS SERIES 2000,2014-04-17 00:57:05.820,-10383695.3934,5614457.9432,3402924310130
-93.278328096048298,44.954459573148647,591,565241,L247,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,131775,CHRISTOS,2632 Nicollet Ave,NULL,NULL,WINE E W/STRONG BEER,2014-04-17 00:57:05.820,-10383695.9857,5614354.925,3402924310210
-93.287526443010748,44.952532473238868,592,1548344,L247,APPROVED,ON Sale,2014-04-25 00:00:00.000,2015,2015-04-01 00:00:00.000,171345,WORLD STREET KITCHEN,2743 Lyndale Ave S,NULL,S,WINE E W/STRONG BEER,2014-04-17 00:57:05.820,-10384719.941,5614051.7885,3402924320410
