lic_no,patron_nm,descr,eff_date,exp_date,descr,work_phn_no,dba_nm,compute_0009,compute_0010,long_descr
0071341,TASTE OF THAILAND RESTAURANT INC,Wine On Sale ,7/17/2008 00:00:00,7/17/2016 00:00:00,Active            ,6516443997,TASTE OF THAILAND RESTAURANT,1671 SELBY AVE ,"ST PAUL, MN 55104","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
20120000353,J H MANAGEMENT LLC,Wine On Sale ,3/26/2012 00:00:00,1/6/2016 00:00:00,Active            ,6517711790,TEA HOUSE CHINESE RESTAURANT,1676 SUBURBAN AVE ,"ST PAUL, MN 55106-6632","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
20130003605,CLAM LAKE PARTNERS LLC,Wine On Sale ,10/2/2013 00:00:00,8/1/2016 00:00:00,Active            ,6516454128,THE 128 CAFE,128 CLEVELAND AVE N ,"ST PAUL, MN 55104-5726","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
0044002,THE BARBARY FIG INC,Wine On Sale ,2/16/1989 00:00:00,12/17/2015 00:00:00,Active Pending Ren,6512902085,THE BARBARY FIG,720 GRAND AVE ,"ST PAUL, MN 55105-3421","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
20080002256,RICH POUR ENTERPRISES LLC,Wine On Sale ,9/22/2008 00:00:00,7/1/2016 00:00:00,Active            ,6514931865,THE BLUE DOOR PUB,1811 SELBY AVE ,"ST PAUL, MN 55104","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
20130001235,THE BUTTERED TIN LLC,Wine On Sale ,6/13/2013 00:00:00,2/1/2016 00:00:00,Active            ,6512242300,THE BUTTERED TIN,237 7TH ST E ,"ST PAUL, MN 55101 0000","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
20130001476,THE OSHUN GROUP INC,Wine On Sale ,5/24/2013 00:00:00,2/28/2016 00:00:00,Active            ,6516459181,THE FINNISH BISTRO,2264 COMO AVE ,"ST PAUL, MN 55108-1722","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
20120002812,THE FRENCH HEN CAFE LLC,Wine On Sale ,7/24/2013 00:00:00,10/15/2016 00:00:00,Active Pending Ren,6512929562,THE FRENCH HEN CAFE,518 SELBY AVE ,"ST PAUL, MN 55102-1729","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
0075025,THE LITTLE OVEN INC,Wine On Sale ,9/16/1991 00:00:00,9/16/2016 00:00:00,Active            ,6517354944,THE LITTLE OVEN INC,1786 MINNEHAHA AVE E ,"ST PAUL, MN 55119-6200","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
20120000960,THE NEIGHBORHOOD CAFE INC,Wine On Sale ,9/7/2012 00:00:00,2/1/2016 00:00:00,Active            ,6516448887,THE NEIGHBORHOOD CAFE,1570 SELBY AVE ,"ST PAUL, MN 55104-6303","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
20000004587,PETOM INC,Wine On Sale ,2/21/2003 00:00:00,9/28/2016 00:00:00,Active            ,6516984347,THE NOOK,492 HAMLINE AVE S ,"ST PAUL, MN 55105-2956","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
0050302,TROTTER'S COUNTRY BAKERY INC,Wine On Sale ,9/20/2006 00:00:00,9/20/2016 00:00:00,Active            ,6516458950,TROTTER'S CAFE AND BAKERY,232 CLEVELAND AVE N ,"ST PAUL, MN 55104-5744","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
20120004745,VINA HIGHLAND INC,Wine On Sale ,12/20/2012 00:00:00,10/1/2016 00:00:00,Active Pending Ren,6516988408,VINA,756 CLEVELAND AVE S ,"ST PAUL, MN 55116-1347","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
20150002446,WHOLE FOODS MARKET GROUP INC,Wine On Sale ,8/12/2015 10:55:29,8/11/2016 00:00:00,Pending           ,,WHOLE FOODS MARKET,1575 SELBY AVE ,"ST PAUL, MN 55107","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
20140000204,KNG LLC,Wine On Sale ,3/1/2014 00:00:00,1/1/2016 00:00:00,Active            ,6512252999,ZAMBONI'S PIZZA PUB,184 7TH ST W ,"ST PAUL, MN 55102-2521","LC409 -  License authorizing the sale of wine not exceeding fourteen (14) percent alcohol by volume, for consumption on the licensed premises only, in conjunction with the sale of food."
0045104,CITY OF ST PAUL,Wine On Sale (Government Agencies),1/31/2001 00:00:00,1/31/2016 00:00:00,Active Pending Ren,6512927010,HARRIET ISLAND,200 DR JUSTUS OHAGE BLVD ,"ST PAUL, MN 55117-4606",Published 07/31/1999.  CF #99-526 Waiving fees for government agencies.
0013265,CITY OF ST PAUL,Wine On Sale (Government Agencies),7/23/2008 00:00:00,7/23/2016 00:00:00,Active            ,6516953708,HIGHLAND 9 HOLE GOLF COURSE,1797 EDGCUMBE ROAD ,"ST PAUL, MN 55116",Published 07/31/1999.  CF #99-526 Waiving fees for government agencies.
20150003125,BLESSED SACRAMENT CHURCH,Wine On Sale-Temporary,12/3/2015 00:00:00,12/3/2015 00:00:00,Active            ,6517353707,BLESSED SACRAMENT CHURCH,2119 STILLWATER AVE,"ST PAUL, MN 55119","LC409 - A club or charitable, religious or other non-profit organization in existence for at least (3) years, or a political committee registered with the State of Minnesota, may obtain an on-sale license to sell wine and strong beer not exceeding 14% by volume for consumption on the licensed premises only at an event officially designated a community festival by the city."
20150002485,MINNESOTA HISTORICAL SOCIETY,Wine On Sale-Temporary,8/14/2015 13:56:15,8/13/2016 00:00:00,Active            ,6512593484,HISTORY CENTER,345 KELLOGG BLVD W,"ST PAUL, MN 55102","LC409 - A club or charitable, religious or other non-profit organization in existence for at least (3) years, or a political committee registered with the State of Minnesota, may obtain an on-sale license to sell wine and strong beer not exceeding 14% by volume for consumption on the licensed premises only at an event officially designated a community festival by the city."
20150002995,IRISH MUSIC & DANCE ASSOCIATION,Wine On Sale-Temporary,11/14/2015 00:00:00,11/14/2015 00:00:00,Active            ,6124145858,IRISH MUSIC & DANCE ASSOCIATION,420 CLEVELAND AVE S,"ST PAUL, MN 55105","LC409 - A club or charitable, religious or other non-profit organization in existence for at least (3) years, or a political committee registered with the State of Minnesota, may obtain an on-sale license to sell wine and strong beer not exceeding 14% by volume for consumption on the licensed premises only at an event officially designated a community festival by the city."
20150003441,MINNESOTA MUSEUM OF AMERICAN ART,Wine On Sale-Temporary,11/5/2015 00:00:00,11/5/2015 00:00:00,Active            ,6517972571,MINNESOTA MUSEUM OF AMERICAN ART,141 4TH ST E STE 101,"ST PAUL, MN 55101","LC409 - A club or charitable, religious or other non-profit organization in existence for at least (3) years, or a political committee registered with the State of Minnesota, may obtain an on-sale license to sell wine and strong beer not exceeding 14% by volume for consumption on the licensed premises only at an event officially designated a community festival by the city."
20150003178,SISTERS OF ST JOSEPH MINISTRIES,Wine On Sale-Temporary,11/6/2015 00:00:00,11/6/2015 00:00:00,Active            ,6516907058,SISTERS OF ST JOSEPH MINISTRIES,1884 RANDOLPH AVE,"ST PAUL, MN 55105","LC409 - A club or charitable, religious or other non-profit organization in existence for at least (3) years, or a political committee registered with the State of Minnesota, may obtain an on-sale license to sell wine and strong beer not exceeding 14% by volume for consumption on the licensed premises only at an event officially designated a community festival by the city."
20150003440,TEAM ORTHO FOUNDATION,Wine On Sale-Temporary,10/31/2015 00:00:00,10/31/2015 00:00:00,Pending           ,9524545365,TEAM ORTHO FOUNDATION,2906 N 2ND ST,"MINNEAPOLIS, MN 55411","LC409 - A club or charitable, religious or other non-profit organization in existence for at least (3) years, or a political committee registered with the State of Minnesota, may obtain an on-sale license to sell wine and strong beer not exceeding 14% by volume for consumption on the licensed premises only at an event officially designated a community festival by the city."
20150003523,UNITY CHURCH OF ST PAUL,Wine On Sale-Temporary,10/24/2015 00:00:00,10/24/2015 00:00:00,Active            ,6512281456,UNITY CHURCH UNITARIAN,732 HOLLY AVE,"ST PAUL, MN 55104","LC409 - A club or charitable, religious or other non-profit organization in existence for at least (3) years, or a political committee registered with the State of Minnesota, may obtain an on-sale license to sell wine and strong beer not exceeding 14% by volume for consumption on the licensed premises only at an event officially designated a community festival by the city."
